Wall time,Step,Value
1690527205.836062,6,-16.0
1690527205.860744,7,-13.0
1690527205.962006,11,-28.0
1690527205.987073,12,-7.0
1690527206.037706,14,-22.0
1690527206.063066,15,-19.0
1690527206.088304,16,-25.0
1690527206.1397681,18,-31.0
1690527206.1646268,19,-25.0
1690527206.190748,20,-31.0
1690527206.2169988,21,-28.0
1690527206.318006,25,-28.0
1690527206.546082,34,-25.0
1690527206.571064,35,-16.0
1690527206.6222138,37,-37.0
1690527206.6984499,40,-4.0
1690527206.724023,41,-19.0
1690527206.774579,43,-25.0
1690527206.82624,45,-28.0
1690527206.851264,46,-10.0
1690527206.901684,48,-28.0
1690527206.952778,50,-28.0
1690527206.9773078,51,-31.0
1690527207.052982,54,-19.0
1690527207.078229,55,-22.0
1690527207.102821,56,-13.0
1690527207.1283891,57,-28.0
1690527207.153002,58,-25.0
1690527207.228053,61,-19.0
1690527207.2534752,62,-16.0
1690527207.3048818,64,-16.0
1690527207.3561049,66,-16.0
1690527207.381668,67,-4.0
1690527207.40698,68,-25.0
1690527207.4321222,69,-19.0
1690527207.5078158,72,-25.0
1690527207.533272,73,-25.0
1690527207.558794,74,-19.0
1690527207.584501,75,-22.0
1690527207.635603,77,-4.0
1690527207.7124,80,-13.0
1690527207.839283,85,-22.0
1690527207.864564,86,-25.0
1690527207.89007,87,-13.0
1690527207.915076,88,-13.0
1690527207.9403641,89,-28.0
1690527207.965611,90,-28.0
1690527208.092198,95,-22.0
1690527208.5362098,103,-28.0
1690527208.612446,106,-34.0
1690527208.638122,107,-4.0
1690527208.8259661,114,-22.0
1690527208.905385,117,-7.0
1690527208.9588192,119,-13.0
1690527208.985507,120,-22.0
1690527209.0134258,121,-28.0
1690527209.123978,125,-19.0
1690527209.15151,126,-16.0
1690527209.178313,127,-16.0
1690527209.2587311,130,-10.0
1690527209.286211,131,-25.0
1690527209.3678982,134,-13.0
1690527209.4732008,138,-28.0
1690527209.5251389,140,-4.0
1690527209.576627,142,-7.0
1690527209.6020758,143,-13.0
1690527209.628157,144,-22.0
1690527209.654207,145,-19.0
1690527209.755619,149,-16.0
1690527209.8068118,151,-4.0
1690527209.8839328,154,-22.0
1690527209.909666,155,-7.0
1690527209.934918,156,-1.0
1690527209.986528,158,-1.0
1690527210.01212,159,-16.0
1690527210.0384262,160,-7.0
1690527210.114572,163,-4.0
1690527210.165992,165,-7.0
1690527210.190719,166,-1.0
1690527210.241892,168,-10.0
1690527210.2673652,169,-13.0
1690527210.345045,172,2.0
1690527210.471168,177,-22.0
1690527210.497175,178,-13.0
1690527210.5225852,179,-19.0
1690527210.573511,181,-25.0
1690527210.598709,182,-22.0
1690527210.650521,184,5.0
1690527210.7025511,186,-10.0
1690527210.727951,187,-4.0
1690527210.7537038,188,2.0
1690527210.779107,189,2.0
1690527210.8295739,191,-7.0
1690527210.854856,192,-13.0
1690527211.033721,199,-10.0
1690527211.3751922,203,-16.0
1690527211.4771042,207,-10.0
1690527211.502315,208,-19.0
1690527211.527532,209,-1.0
1690527211.630975,213,-10.0
1690527211.7075891,216,-13.0
1690527211.783471,219,2.0
1690527211.809227,220,-7.0
1690527211.886386,223,-7.0
1690527211.911575,224,-4.0
1690527211.962286,226,5.0
1690527211.987017,227,-22.0
1690527212.012105,228,-13.0
1690527212.0631921,230,-25.0
1690527212.0885482,231,2.0
1690527212.139798,233,11.0
1690527212.164771,234,-4.0
1690527212.19054,235,-10.0
1690527212.266494,238,-13.0
1690527212.343016,241,-10.0
1690527212.4720771,246,-1.0
1690527212.522627,248,-1.0
1690527212.573753,250,-1.0
1690527212.599024,251,-7.0
1690527212.728653,256,-1.0
1690527212.806068,259,-10.0
1690527212.8313742,260,-1.0
1690527212.8565838,261,14.0
1690527212.8823,262,-4.0
1690527212.932707,264,-7.0
1690527213.034803,268,-4.0
1690527213.087112,270,2.0
1690527213.1392121,272,-10.0
1690527213.1907861,274,5.0
1690527213.3181682,279,-4.0
1690527213.3704479,281,2.0
1690527213.471107,285,-1.0
1690527213.596909,290,-7.0
1690527213.647876,292,-7.0
1690527213.672746,293,-1.0
1690527213.747384,296,-13.0
1690527213.799104,298,2.0
1690527213.824429,299,-10.0
1690527214.088432,300,-4.0
1690527214.139363,302,2.0
1690527214.165338,303,-1.0
1690527214.1907158,304,-4.0
1690527214.293024,308,-7.0
1690527214.3183942,309,-1.0
1690527214.370008,311,2.0
1690527214.451498,314,2.0
1690527214.5593119,318,-1.0
1690527214.5849369,319,-4.0
1690527214.61215,320,-10.0
1690527214.6392,321,-13.0
1690527214.6933188,323,-10.0
1690527214.774382,326,-16.0
1690527214.8010921,327,11.0
1690527214.8283992,328,-7.0
1690527214.9100642,331,-1.0
1690527214.93678,332,-7.0
1690527214.9921322,334,-7.0
1690527215.149578,340,2.0
1690527215.201654,342,5.0
1690527215.279573,345,-7.0
1690527215.305714,346,-1.0
1690527215.357261,348,-7.0
1690527215.383157,349,2.0
1690527215.511613,354,8.0
1690527215.537936,355,5.0
1690527215.5881212,357,2.0
1690527215.639468,359,5.0
1690527215.6653068,360,-4.0
1690527215.6913521,361,-4.0
1690527215.767828,364,-4.0
1690527215.793521,365,11.0
1690527215.870573,368,-4.0
1690527215.8962429,369,2.0
1690527215.948359,371,5.0
1690527215.974153,372,11.0
1690527216.0251038,374,-13.0
1690527216.128582,378,11.0
1690527216.155272,379,8.0
1690527216.181205,380,8.0
1690527216.232383,382,-13.0
1690527216.258114,383,2.0
1690527216.334524,386,-1.0
1690527216.360009,387,2.0
1690527216.385536,388,-1.0
1690527216.4111302,389,8.0
1690527216.463016,391,17.0
1690527216.4879081,392,2.0
1690527216.5128288,393,14.0
1690527216.5385118,394,-1.0
1690527217.0098078,403,-1.0
1690527217.035286,404,2.0
1690527217.086566,406,17.0
1690527217.16307,409,5.0
1690527217.341562,416,5.0
1690527217.367415,417,11.0
1690527217.469113,421,11.0
1690527217.4945111,422,-10.0
1690527217.520781,423,2.0
1690527217.572533,425,5.0
1690527217.6235409,427,11.0
1690527217.727426,431,23.0
1690527217.9585762,440,11.0
1690527217.984543,441,14.0
1690527218.009965,442,20.0
1690527218.035845,443,17.0
1690527218.0867689,445,5.0
1690527218.111951,446,14.0
1690527218.189064,449,14.0
1690527218.2653792,452,-10.0
1690527218.444862,459,11.0
1690527218.470262,460,2.0
1690527218.4957702,461,23.0
1690527218.521395,462,11.0
1690527218.57185,464,5.0
1690527218.597405,465,11.0
1690527218.623025,466,11.0
1690527218.67489,468,8.0
1690527218.70019,469,20.0
1690527218.725821,470,17.0
1690527218.7774541,472,11.0
1690527218.8276281,474,-13.0
1690527218.8533099,475,5.0
1690527218.955157,479,14.0
1690527219.134337,486,8.0
1690527219.211901,489,14.0
1690527219.23723,490,8.0
1690527219.287499,492,23.0
1690527219.338788,494,11.0
1690527219.4162612,497,11.0
1690527219.9357948,508,17.0
1690527220.014359,511,11.0
1690527220.041688,512,23.0
1690527220.069133,513,11.0
1690527220.1239,515,14.0
1690527220.1780539,517,11.0
1690527220.204898,518,20.0
1690527220.2600472,520,17.0
1690527220.3976629,525,23.0
1690527220.425257,526,14.0
1690527220.5892842,532,17.0
1690527220.6443992,534,17.0
1690527220.6731782,535,8.0
1690527220.699539,536,11.0
1690527220.726202,537,5.0
1690527220.7529888,538,26.0
1690527220.7793322,539,5.0
1690527220.806698,540,17.0
1690527220.83291,541,14.0
1690527220.859977,542,23.0
1690527220.886657,543,17.0
1690527220.9390469,545,17.0
1690527221.018732,548,17.0
1690527221.044805,549,20.0
1690527221.070105,550,23.0
1690527221.122041,552,29.0
1690527221.227381,556,17.0
1690527221.2784991,558,17.0
1690527221.3297741,560,14.0
1690527221.434073,564,17.0
1690527221.460115,565,8.0
1690527221.485673,566,20.0
1690527221.536671,568,29.0
1690527221.5887291,570,11.0
1690527221.641118,572,29.0
1690527221.6937149,574,20.0
1690527221.71873,575,8.0
1690527221.796999,578,14.0
1690527221.849482,580,26.0
1690527221.8753102,581,17.0
1690527221.901628,582,26.0
1690527221.927338,583,20.0
1690527221.9537458,584,32.0
1690527221.979533,585,26.0
1690527222.0319092,587,29.0
1690527222.058094,588,23.0
1690527222.186118,593,23.0
1690527222.21221,594,17.0
1690527222.263402,596,23.0
1690527222.2899299,597,14.0
1690527222.3164642,598,23.0
1690527222.633122,601,20.0
1690527222.685226,603,8.0
1690527222.737542,605,26.0
1690527222.789414,607,11.0
1690527222.840645,609,26.0
1690527222.893039,611,26.0
1690527222.9196959,612,23.0
1690527222.945806,613,20.0
1690527223.023765,616,17.0
1690527223.128191,620,32.0
1690527223.1546109,621,23.0
1690527223.2061539,623,17.0
1690527223.231863,624,23.0
1690527223.284703,626,17.0
1690527223.3887758,630,11.0
1690527223.51859,635,17.0
1690527223.70013,642,23.0
1690527223.726849,643,20.0
1690527223.7788851,645,20.0
1690527223.804739,646,26.0
1690527223.830879,647,29.0
1690527223.856541,648,32.0
1690527223.882687,649,23.0
1690527223.908603,650,23.0
1690527223.9606872,652,17.0
1690527223.9865541,653,29.0
1690527224.0896451,657,23.0
1690527224.115076,658,23.0
1690527224.166946,660,20.0
1690527224.2190201,662,26.0
1690527224.297154,665,26.0
1690527224.348913,667,20.0
1690527224.3749309,668,23.0
1690527224.401711,669,29.0
1690527224.479705,672,23.0
1690527224.505333,673,23.0
1690527224.53156,674,29.0
1690527224.558228,675,26.0
1690527224.5838661,676,26.0
1690527224.6361148,678,23.0
1690527224.662019,679,29.0
1690527224.6889951,680,29.0
1690527224.740534,682,29.0
1690527224.76645,683,23.0
1690527224.792453,684,29.0
1690527224.818393,685,26.0
1690527224.8443542,686,26.0
1690527224.870902,687,17.0
1690527224.923023,689,23.0
1690527224.949552,690,23.0
1690527225.02724,693,29.0
1690527225.131051,697,17.0
1690527225.4470131,700,23.0
1690527225.4733388,701,32.0
1690527225.499613,702,29.0
1690527225.551292,704,23.0
1690527225.576865,705,20.0
1690527225.603202,706,26.0
1690527225.629416,707,35.0
1690527225.683452,709,20.0
1690527225.710558,710,35.0
1690527225.738314,711,29.0
1690527225.848649,715,32.0
1690527225.9594162,719,32.0
1690527225.987811,720,32.0
1690527226.043815,722,26.0
1690527226.071025,723,35.0
1690527226.098676,724,26.0
1690527226.126348,725,38.0
1690527226.1538591,726,20.0
1690527226.1827998,727,32.0
1690527226.265423,730,32.0
1690527226.294301,731,26.0
1690527226.455963,737,32.0
1690527226.50842,739,32.0
1690527226.534585,740,35.0
1690527226.5612428,741,35.0
1690527226.588183,742,29.0
1690527226.640935,744,29.0
1690527226.7210581,747,35.0
1690527226.746919,748,23.0
1690527226.8257868,751,35.0
1690527226.851786,752,29.0
1690527226.8785548,753,38.0
1690527226.931366,755,35.0
1690527226.983865,757,32.0
1690527227.061897,760,29.0
1690527227.088414,761,29.0
1690527227.140525,763,47.0
1690527227.2205791,766,35.0
1690527227.246876,767,41.0
