Wall time,Step,Value
1690526709.660018,6,-22.0
1690526709.685407,7,-25.0
1690526709.7867022,11,-25.0
1690526709.811418,12,-25.0
1690526709.862004,14,-16.0
1690526709.8879192,15,-19.0
1690526709.912544,16,-19.0
1690526709.962141,18,-22.0
1690526709.987958,19,-16.0
1690526710.0138729,20,-19.0
1690526710.040282,21,-25.0
1690526710.145241,25,-25.0
1690526710.3867478,34,-37.0
1690526710.4134111,35,-19.0
1690526710.466146,37,-31.0
1690526710.545428,40,-16.0
1690526710.571605,41,-4.0
1690526710.624929,43,-25.0
1690526710.676877,45,-34.0
1690526710.702236,46,-22.0
1690526710.752945,48,-22.0
1690526710.8026052,50,-19.0
1690526710.828144,51,-13.0
1690526710.902931,54,-13.0
1690526710.9277592,55,-19.0
1690526710.952667,56,-10.0
1690526710.9785228,57,-28.0
1690526711.00365,58,-16.0
1690526711.078351,61,-28.0
1690526711.104008,62,-22.0
1690526711.1538692,64,-37.0
1690526711.203983,66,-22.0
1690526711.228711,67,-25.0
1690526711.253819,68,-13.0
1690526711.279713,69,-4.0
1690526711.355156,72,-19.0
1690526711.380239,73,-10.0
1690526711.405081,74,-16.0
1690526711.429932,75,-25.0
1690526711.479361,77,-19.0
1690526711.553706,80,-22.0
1690526711.67924,85,-7.0
1690526711.7052228,86,-40.0
1690526711.730651,87,-22.0
1690526711.755763,88,-16.0
1690526711.781717,89,-22.0
1690526711.807233,90,-10.0
1690526711.932951,95,-13.0
1690526712.372291,103,-19.0
1690526712.4488268,106,-4.0
1690526712.474528,107,-25.0
1690526712.651545,114,-4.0
1690526712.7273011,117,-1.0
1690526712.778027,119,-13.0
1690526712.8035378,120,-13.0
1690526712.82891,121,-10.0
1690526712.930423,125,-31.0
1690526712.955606,126,-25.0
1690526712.9806,127,-10.0
1690526713.0555189,130,-1.0
1690526713.080802,131,-25.0
1690526713.156836,134,-7.0
1690526713.259522,138,-19.0
1690526713.3104901,140,-16.0
1690526713.362337,142,-10.0
1690526713.3873332,143,-16.0
1690526713.4125922,144,-22.0
1690526713.43665,145,-10.0
1690526713.537483,149,-22.0
1690526713.587418,151,-7.0
1690526713.663021,154,-7.0
1690526713.6882079,155,-10.0
1690526713.713378,156,-13.0
1690526713.763808,158,-10.0
1690526713.788924,159,-10.0
1690526713.814772,160,-10.0
1690526713.891716,163,-16.0
1690526713.942629,165,-4.0
1690526713.968172,166,-10.0
1690526714.018086,168,-28.0
1690526714.043094,169,-25.0
1690526714.118805,172,-13.0
1690526714.2448819,177,-13.0
1690526714.2697759,178,-25.0
1690526714.295609,179,-7.0
1690526714.346976,181,-10.0
1690526714.3722339,182,-13.0
1690526714.423216,184,-16.0
1690526714.473373,186,-22.0
1690526714.49899,187,-16.0
1690526714.524653,188,-7.0
1690526714.549547,189,-1.0
1690526714.599274,191,-22.0
1690526714.62417,192,-16.0
1690526714.801335,199,-13.0
1690526715.135045,203,-4.0
1690526715.235548,207,-4.0
1690526715.2603571,208,-19.0
1690526715.286073,209,-10.0
1690526715.3866901,213,-10.0
1690526715.463223,216,-4.0
1690526715.538135,219,-7.0
1690526715.563373,220,-16.0
1690526715.6411798,223,-7.0
1690526715.667109,224,-13.0
1690526715.721216,226,5.0
1690526715.749001,227,-4.0
1690526715.775777,228,2.0
1690526715.832663,230,-1.0
1690526715.861034,231,5.0
1690526715.916498,233,-4.0
1690526715.944444,234,17.0
1690526715.9712121,235,-10.0
