Wall time,Step,Value
1690527763.0168052,6,-67.0
1690527763.0336242,7,-67.0
1690527763.0988002,11,-55.0
1690527763.114887,12,-61.0
1690527763.1482089,14,-58.0
1690527763.165285,15,-58.0
1690527763.181515,16,-58.0
1690527763.214296,18,-64.0
1690527763.230196,19,-49.0
1690527763.246034,20,-55.0
1690527763.2627819,21,-61.0
1690527763.327893,25,-58.0
1690527763.47568,34,-49.0
1690527763.4924831,35,-64.0
1690527763.5255492,37,-67.0
1690527763.575306,40,-46.0
1690527763.591456,41,-43.0
1690527763.624057,43,-52.0
1690527763.6570392,45,-61.0
1690527763.6736572,46,-61.0
1690527763.705848,48,-64.0
1690527763.740024,50,-55.0
1690527763.756949,51,-58.0
1690527763.809298,54,-40.0
1690527763.8255968,55,-55.0
1690527763.842898,56,-61.0
1690527763.860403,57,-49.0
1690527763.877274,58,-64.0
1690527763.9296489,61,-55.0
1690527763.946669,62,-40.0
1690527763.983029,64,-67.0
1690527764.0178921,66,-43.0
1690527764.034515,67,-61.0
1690527764.052705,68,-43.0
1690527764.070245,69,-61.0
1690527764.122768,72,-49.0
1690527764.1405609,73,-46.0
1690527764.158587,74,-61.0
1690527764.175622,75,-40.0
1690527764.21027,77,-52.0
1690527764.26219,80,-64.0
1690527764.3484302,85,-43.0
1690527764.366961,86,-52.0
1690527764.3842292,87,-64.0
1690527764.401542,88,-46.0
1690527764.418248,89,-49.0
1690527764.434668,90,-67.0
1690527764.5183969,95,-64.0
1690527764.783218,103,-43.0
1690527764.8315148,106,-40.0
1690527764.8482869,107,-46.0
1690527764.962772,114,-49.0
1690527765.01186,117,-46.0
1690527765.045007,119,-70.0
1690527765.061982,120,-52.0
1690527765.078465,121,-61.0
1690527765.144566,125,-55.0
1690527765.1603642,126,-52.0
1690527765.176973,127,-52.0
1690527765.2259042,130,-46.0
1690527765.242049,131,-31.0
1690527765.290774,134,-49.0
1690527765.35584,138,-70.0
1690527765.3884768,140,-55.0
1690527765.420531,142,-46.0
1690527765.436619,143,-43.0
1690527765.45221,144,-52.0
1690527765.468693,145,-43.0
1690527765.5345101,149,-49.0
1690527765.566935,151,-37.0
1690527765.614701,154,-49.0
1690527765.630721,155,-64.0
1690527765.646871,156,-49.0
1690527765.6789892,158,-46.0
1690527765.6949382,159,-37.0
1690527765.7109241,160,-40.0
1690527765.7593799,163,-52.0
1690527765.7916532,165,-37.0
1690527765.8075898,166,-40.0
1690527765.8401222,168,-49.0
1690527765.855957,169,-55.0
1690527765.9041421,172,-49.0
1690527766.002593,177,-31.0
1690527766.019319,178,-40.0
1690527766.035488,179,-31.0
1690527766.067747,181,-31.0
1690527766.0834408,182,-46.0
1690527766.1161852,184,-34.0
1690527766.14941,186,-43.0
1690527766.165298,187,-25.0
1690527766.182019,188,-43.0
1690527766.198483,189,-40.0
1690527766.230651,191,-52.0
1690527766.246478,192,-43.0
1690527766.35902,199,-43.0
1690527766.553806,203,-37.0
1690527766.61873,207,-43.0
1690527766.635424,208,-25.0
1690527766.65148,209,-28.0
1690527766.715839,213,-28.0
1690527766.765352,216,-37.0
1690527766.8135622,219,-22.0
1690527766.829928,220,-37.0
1690527766.877694,223,-46.0
1690527766.893832,224,-52.0
1690527766.9256792,226,-43.0
1690527766.941463,227,-49.0
1690527766.9576619,228,-28.0
1690527766.990355,230,-43.0
1690527767.0062249,231,-49.0
1690527767.0376399,233,-34.0
1690527767.0540318,234,-40.0
1690527767.0700889,235,-25.0
1690527767.118117,238,-49.0
1690527767.165088,241,-34.0
1690527767.245831,246,-43.0
1690527767.2772322,248,-43.0
1690527767.309206,250,-31.0
