Wall time,Step,Value
1690527659.8241222,6,-38.0
1690527659.8413901,7,-48.0
1690527659.908442,11,-62.0
1690527659.9266078,12,-46.0
1690527659.9606972,14,-46.0
1690527659.977619,15,-48.0
1690527659.994663,16,-54.0
1690527660.028023,18,-60.0
1690527660.045005,19,-44.0
1690527660.062069,20,-40.0
1690527660.078791,21,-48.0
1690527660.145119,25,-46.0
1690527660.292497,34,-50.0
1690527660.3091998,35,-30.0
1690527660.341737,37,-44.0
1690527660.39234,40,-64.0
1690527660.40868,41,-62.0
1690527660.441238,43,-42.0
1690527660.475233,45,-40.0
1690527660.491646,46,-44.0
1690527660.5242581,48,-58.0
1690527660.557899,50,-44.0
1690527660.5745542,51,-36.0
1690527660.623839,54,-46.0
1690527660.64032,55,-62.0
1690527660.656826,56,-54.0
1690527660.672821,57,-26.0
1690527660.6886551,58,-40.0
1690527660.736604,61,-46.0
1690527660.752985,62,-58.0
1690527660.785505,64,-56.0
1690527660.818254,66,-50.0
1690527660.835089,67,-36.0
1690527660.85141,68,-34.0
1690527660.867857,69,-42.0
1690527660.91726,72,-48.0
1690527660.933419,73,-56.0
1690527660.9501162,74,-42.0
1690527660.966275,75,-50.0
1690527660.999464,77,-40.0
1690527661.049013,80,-46.0
1690527661.130761,85,-54.0
1690527661.147201,86,-56.0
1690527661.162839,87,-38.0
1690527661.179022,88,-36.0
1690527661.1951602,89,-44.0
1690527661.2111769,90,-46.0
1690527661.292104,95,-30.0
1690527661.555007,103,-20.0
1690527661.603559,106,-42.0
1690527661.6196532,107,-58.0
1690527661.731853,114,-42.0
1690527661.78034,117,-54.0
1690527661.8150542,119,-44.0
1690527661.832565,120,-52.0
1690527661.849338,121,-54.0
1690527661.918994,125,-46.0
1690527661.9367528,126,-48.0
1690527661.954999,127,-48.0
1690527662.007631,130,-46.0
1690527662.024694,131,-34.0
1690527662.080462,134,-42.0
1690527662.151076,138,-22.0
1690527662.186429,140,-38.0
1690527662.2212858,142,-42.0
1690527662.238285,143,-44.0
1690527662.25555,144,-20.0
1690527662.27323,145,-32.0
1690527662.342889,149,-30.0
1690527662.37798,151,-20.0
1690527662.431777,154,-36.0
1690527662.449173,155,-52.0
1690527662.4671948,156,-56.0
1690527662.5012412,158,-22.0
1690527662.51745,159,-24.0
1690527662.533349,160,-44.0
1690527662.5832489,163,-46.0
1690527662.615469,165,-38.0
1690527662.631707,166,-28.0
1690527662.6641479,168,-30.0
1690527662.6804109,169,-18.0
1690527662.728875,172,-34.0
1690527662.8093572,177,-22.0
1690527662.8254259,178,-36.0
1690527662.8419,179,-52.0
1690527662.874441,181,-38.0
1690527662.891388,182,-36.0
1690527662.924949,184,-20.0
1690527662.959272,186,-38.0
1690527662.976803,187,-36.0
1690527662.9935381,188,-50.0
1690527663.01004,189,-60.0
1690527663.0436502,191,-30.0
1690527663.06107,192,-32.0
1690527663.178338,199,-20.0
1690527663.3730528,203,-40.0
1690527663.437896,207,-28.0
1690527663.4540732,208,-36.0
1690527663.473685,209,-24.0
1690527663.55728,213,-26.0
1690527663.6097548,216,-22.0
1690527663.658798,219,-30.0
1690527663.674783,220,-32.0
1690527663.723768,223,-14.0
1690527663.739655,224,-20.0
1690527663.772631,226,-34.0
1690527663.797685,227,-38.0
1690527663.89078,228,-34.0
1690527663.942643,230,-38.0
1690527663.9598012,231,-32.0
1690527663.994116,233,-14.0
1690527664.011157,234,-16.0
1690527664.0277839,235,-28.0
1690527664.078586,238,-30.0
1690527664.132391,241,-26.0
1690527664.2176902,246,-8.0
1690527664.250581,248,-28.0
1690527664.283634,250,-12.0
1690527664.300905,251,-42.0
1690527664.384039,256,-40.0
1690527664.433957,259,-28.0
1690527664.450689,260,-32.0
1690527664.467339,261,-42.0
1690527664.484381,262,-42.0
1690527664.51755,264,-22.0
1690527664.585875,268,-30.0
1690527664.6191602,270,-4.0
1690527664.6521118,272,-20.0
1690527664.68516,274,-24.0
1690527664.7664928,279,-18.0
1690527664.798528,281,-30.0
1690527664.863575,285,-18.0
1690527664.9502752,290,-8.0
1690527664.983126,292,-36.0
1690527665.000864,293,-36.0
1690527665.05093,296,-20.0
1690527665.084268,298,-14.0
1690527665.10088,299,-16.0
1690527665.24607,300,-16.0
1690527665.279364,302,-36.0
1690527665.295895,303,-6.0
1690527665.31189,304,-36.0
1690527665.3764758,308,-16.0
1690527665.3929012,309,-26.0
1690527665.424802,311,-16.0
1690527665.472915,314,-8.0
1690527665.537048,318,-6.0
1690527665.552949,319,-12.0
1690527665.569483,320,-6.0
1690527665.585193,321,-28.0
1690527665.616512,323,-20.0
1690527665.664466,326,-2.0
1690527665.680817,327,-12.0
1690527665.697002,328,-10.0
1690527665.744849,331,-16.0
1690527665.760576,332,-12.0
1690527665.7920692,334,-2.0
1690527665.888453,340,-20.0
1690527665.920702,342,-30.0
1690527665.970581,345,-2.0
1690527665.987041,346,-16.0
1690527666.01924,348,-20.0
1690527666.0348449,349,-28.0
1690527666.1171699,354,0.0
1690527666.133719,355,-10.0
1690527666.1667619,357,-10.0
1690527666.199743,359,-10.0
1690527666.215998,360,-20.0
1690527666.232658,361,-14.0
1690527666.281975,364,-22.0
1690527666.29751,365,-10.0
1690527666.345075,368,-14.0
1690527666.360906,369,-26.0
1690527666.395654,371,-18.0
1690527666.4120152,372,0.0
1690527666.444224,374,-2.0
1690527666.5084999,378,-22.0
1690527666.524008,379,-6.0
1690527666.539937,380,-14.0
1690527666.572007,382,-14.0
1690527666.588362,383,-16.0
1690527666.635234,386,-6.0
1690527666.6504471,387,0.0
1690527666.666949,388,-24.0
1690527666.683003,389,-28.0
1690527666.7150311,391,-6.0
1690527666.731313,392,-8.0
1690527666.747088,393,-10.0
1690527666.763295,394,6.0
1690527667.035056,403,-14.0
1690527667.051409,404,-18.0
1690527667.084805,406,-24.0
1690527667.133864,409,-26.0
1690527667.244503,416,-12.0
1690527667.26015,417,-12.0
1690527667.325021,421,2.0
1690527667.340909,422,-10.0
1690527667.356858,423,-18.0
1690527667.388948,425,6.0
1690527667.420172,427,-24.0
1690527667.483476,431,-8.0
1690527667.649803,440,-12.0
1690527667.66655,441,-14.0
1690527667.6845188,442,-6.0
1690527667.701349,443,-32.0
1690527667.735187,445,-32.0
1690527667.753042,446,-12.0
1690527667.808652,449,-8.0
1690527667.8596008,452,10.0
1690527667.977524,459,-12.0
1690527667.994567,460,-10.0
1690527668.011125,461,-28.0
1690527668.028078,462,-18.0
1690527668.06185,464,-8.0
1690527668.079412,465,10.0
1690527668.096511,466,12.0
1690527668.130592,468,8.0
1690527668.147348,469,6.0
1690527668.163466,470,20.0
1690527668.194766,472,-4.0
1690527668.2258308,474,-28.0
1690527668.242063,475,-8.0
1690527668.304276,479,-16.0
1690527668.414613,486,0.0
1690527668.4616508,489,-18.0
1690527668.476714,490,-20.0
1690527668.507408,492,-18.0
1690527668.53881,494,0.0
1690527668.5863218,497,4.0
1690527668.885947,508,4.0
1690527668.932022,511,4.0
1690527668.947843,512,-14.0
1690527668.9635189,513,-12.0
