Wall time,Step,Value
1690527939.797112,6,-50.0
1690527939.815061,7,-46.0
1690527939.8824909,11,-34.0
1690527939.899224,12,-32.0
1690527939.93281,14,-46.0
1690527939.949514,15,-60.0
1690527939.96562,16,-46.0
1690527939.998569,18,-48.0
1690527940.015558,19,-46.0
1690527940.031845,20,-60.0
1690527940.048674,21,-56.0
1690527940.114793,25,-52.0
1690527940.263221,34,-48.0
1690527940.2796328,35,-46.0
1690527940.3123682,37,-38.0
1690527940.360901,40,-34.0
1690527940.377384,41,-34.0
1690527940.410101,43,-56.0
1690527940.443555,45,-56.0
1690527940.460633,46,-46.0
1690527940.493244,48,-48.0
1690527940.526078,50,-54.0
1690527940.542644,51,-58.0
1690527940.5925179,54,-46.0
1690527940.609055,55,-42.0
1690527940.6255481,56,-40.0
1690527940.642155,57,-48.0
1690527940.658779,58,-48.0
1690527940.7081778,61,-50.0
1690527940.7246678,62,-52.0
1690527940.758423,64,-44.0
1690527940.791593,66,-48.0
1690527940.807769,67,-26.0
1690527940.823869,68,-42.0
1690527940.840383,69,-42.0
1690527940.889451,72,-54.0
1690527940.90595,73,-36.0
1690527940.921727,74,-48.0
1690527940.9382138,75,-30.0
1690527940.970569,77,-44.0
1690527941.01883,80,-46.0
1690527941.102259,85,-48.0
1690527941.118527,86,-60.0
1690527941.134814,87,-44.0
1690527941.1514041,88,-44.0
1690527941.167882,89,-50.0
1690527941.183653,90,-42.0
1690527941.264624,95,-40.0
1690527941.5274088,103,-52.0
1690527941.576413,106,-42.0
1690527941.5923982,107,-46.0
1690527941.7065248,114,-42.0
1690527941.7559,117,-34.0
1690527941.78876,119,-44.0
1690527941.8056169,120,-48.0
1690527941.8219771,121,-42.0
1690527941.88808,125,-42.0
1690527941.904543,126,-36.0
1690527941.921087,127,-34.0
1690527941.970599,130,-20.0
1690527941.9868631,131,-46.0
1690527942.035873,134,-52.0
1690527942.1012301,138,-48.0
1690527942.134412,140,-30.0
1690527942.167568,142,-34.0
1690527942.184308,143,-32.0
1690527942.20051,144,-28.0
1690527942.217053,145,-26.0
1690527942.2822201,149,-38.0
1690527942.314244,151,-36.0
1690527942.362776,154,-34.0
1690527942.378711,155,-32.0
1690527942.3947158,156,-36.0
1690527942.4273338,158,-42.0
1690527942.443817,159,-24.0
1690527942.460274,160,-30.0
1690527942.509418,163,-38.0
1690527942.541609,165,-28.0
1690527942.558374,166,-46.0
1690527942.59087,168,-42.0
1690527942.607714,169,-24.0
1690527942.6568298,172,-28.0
1690527942.7396748,177,-38.0
1690527942.7562208,178,-22.0
1690527942.772085,179,-48.0
1690527942.8051698,181,-40.0
1690527942.821454,182,-22.0
1690527942.8546429,184,-32.0
1690527942.887327,186,-28.0
1690527942.904153,187,-6.0
1690527942.920473,188,-40.0
1690527942.936604,189,-22.0
1690527942.9694028,191,-32.0
1690527942.985985,192,-40.0
1690527943.099762,199,-44.0
1690527943.295695,203,-26.0
1690527943.360594,207,-28.0
1690527943.376865,208,-34.0
1690527943.3929,209,-20.0
1690527943.458993,213,-22.0
1690527943.5081348,216,-34.0
1690527943.557159,219,-36.0
1690527943.572991,220,-28.0
1690527943.620584,223,-16.0
1690527943.637265,224,-16.0
1690527943.670037,226,-14.0
1690527943.6866329,227,-44.0
1690527943.702868,228,-32.0
1690527943.73496,230,-28.0
1690527943.750956,231,-52.0
1690527943.783488,233,-18.0
1690527943.800054,234,-26.0
1690527943.81626,235,-32.0
1690527943.864533,238,-30.0
1690527943.9136791,241,-32.0
1690527943.9946802,246,-28.0
1690527944.026911,248,-16.0
1690527944.05911,250,-28.0
1690527944.075841,251,-26.0
1690527944.156909,256,-28.0
1690527944.205112,259,-24.0
1690527944.2215328,260,-18.0
1690527944.237621,261,-26.0
1690527944.2539039,262,-10.0
1690527944.2857118,264,-32.0
1690527944.352107,268,-34.0
1690527944.384789,270,-34.0
1690527944.4168031,272,-30.0
1690527944.449651,274,-24.0
1690527944.5307121,279,-10.0
1690527944.562486,281,-42.0
1690527944.628512,285,-28.0
1690527944.7097862,290,-22.0
1690527944.742631,292,-30.0
1690527944.758913,293,-6.0
1690527944.808204,296,-28.0
1690527944.8413692,298,-16.0
1690527944.858565,299,-14.0
1690527945.006685,300,-26.0
1690527945.040349,302,-6.0
1690527945.0570722,303,-20.0
1690527945.074128,304,-14.0
1690527945.143254,308,-12.0
1690527945.160295,309,-20.0
1690527945.1937652,311,0.0
1690527945.2441988,314,-16.0
1690527945.310635,318,-12.0
1690527945.327339,319,-30.0
1690527945.344523,320,-30.0
1690527945.361886,321,-24.0
1690527945.394063,323,-40.0
1690527945.445045,326,-18.0
1690527945.46251,327,-24.0
