Wall time,Step,Value
1690527939.797101,6,-70.0
1690527939.81505,7,-55.0
1690527939.8824801,11,-52.0
1690527939.899213,12,-49.0
1690527939.9327989,14,-55.0
1690527939.949504,15,-70.0
1690527939.96561,16,-52.0
1690527939.998559,18,-61.0
1690527940.015548,19,-61.0
1690527940.0318341,20,-67.0
1690527940.048664,21,-73.0
1690527940.114781,25,-58.0
1690527940.263211,34,-64.0
1690527940.2796228,35,-58.0
1690527940.312358,37,-58.0
1690527940.3608909,40,-49.0
1690527940.377373,41,-46.0
1690527940.410091,43,-64.0
1690527940.4435441,45,-61.0
1690527940.460622,46,-55.0
1690527940.493234,48,-58.0
1690527940.526067,50,-55.0
1690527940.542633,51,-67.0
1690527940.592507,54,-46.0
1690527940.609045,55,-49.0
1690527940.625537,56,-52.0
1690527940.642144,57,-61.0
1690527940.658769,58,-58.0
1690527940.708034,61,-67.0
1690527940.7246568,62,-70.0
1690527940.7584121,64,-55.0
1690527940.791583,66,-61.0
1690527940.8076532,67,-43.0
1690527940.82386,68,-55.0
1690527940.840372,69,-46.0
1690527940.889441,72,-58.0
1690527940.9059389,73,-49.0
1690527940.921717,74,-58.0
1690527940.9380312,75,-43.0
1690527940.97045,77,-52.0
1690527941.018819,80,-58.0
1690527941.102248,85,-64.0
1690527941.118516,86,-64.0
1690527941.134803,87,-58.0
1690527941.1513941,88,-55.0
1690527941.167872,89,-52.0
1690527941.1836421,90,-49.0
1690527941.2646139,95,-43.0
1690527941.5273972,103,-55.0
1690527941.576402,106,-55.0
1690527941.592382,107,-58.0
1690527941.706514,114,-55.0
1690527941.755889,117,-49.0
1690527941.788636,119,-49.0
1690527941.8056068,120,-49.0
1690527941.8219671,121,-58.0
1690527941.8880708,125,-49.0
1690527941.904532,126,-37.0
1690527941.921077,127,-37.0
1690527941.970589,130,-22.0
1690527941.986851,131,-52.0
1690527942.035863,134,-55.0
1690527942.1012192,138,-49.0
1690527942.134402,140,-43.0
1690527942.167556,142,-34.0
1690527942.1842968,143,-43.0
1690527942.200501,144,-37.0
1690527942.217043,145,-19.0
1690527942.281981,149,-52.0
1690527942.314234,151,-43.0
1690527942.362623,154,-46.0
1690527942.3784761,155,-40.0
1690527942.3947048,156,-61.0
1690527942.4273229,158,-46.0
1690527942.443807,159,-46.0
1690527942.460264,160,-28.0
1690527942.509407,163,-34.0
1690527942.5415978,165,-37.0
1690527942.558364,166,-55.0
1690527942.590861,168,-49.0
1690527942.6077042,169,-34.0
1690527942.6568189,172,-46.0
1690527942.7396648,177,-43.0
1690527942.756211,178,-31.0
1690527942.7720761,179,-46.0
1690527942.80516,181,-40.0
1690527942.821443,182,-22.0
1690527942.8546329,184,-40.0
1690527942.887316,186,-37.0
1690527942.904143,187,-28.0
1690527942.9202151,188,-58.0
1690527942.9365928,189,-28.0
1690527942.969392,191,-40.0
1690527942.985975,192,-43.0
1690527943.099751,199,-52.0
1690527943.295684,203,-28.0
1690527943.360584,207,-43.0
1690527943.3768551,208,-49.0
1690527943.3928902,209,-37.0
1690527943.4587379,213,-40.0
1690527943.508075,216,-37.0
1690527943.556965,219,-40.0
1690527943.57298,220,-37.0
1690527943.620575,223,-31.0
1690527943.637256,224,-28.0
1690527943.670028,226,-28.0
1690527943.6866229,227,-55.0
1690527943.702858,228,-43.0
1690527943.7349498,230,-31.0
1690527943.750944,231,-52.0
1690527943.783478,233,-25.0
1690527943.800044,234,-34.0
1690527943.81625,235,-28.0
1690527943.864522,238,-28.0
1690527943.913669,241,-46.0
1690527943.9946702,246,-31.0
1690527944.0267031,248,-10.0
1690527944.0591009,250,-34.0
1690527944.0758321,251,-34.0
1690527944.156899,256,-31.0
1690527944.205102,259,-43.0
1690527944.221523,260,-34.0
