Wall time,Step,Value
1690527763.017066,6,-52.0
1690527763.0336351,7,-54.0
1690527763.0988102,11,-44.0
1690527763.114898,12,-56.0
1690527763.1482189,14,-48.0
1690527763.1652951,15,-46.0
1690527763.1816928,16,-42.0
1690527763.214306,18,-48.0
1690527763.230206,19,-44.0
1690527763.246044,20,-46.0
1690527763.2627919,21,-50.0
1690527763.327904,25,-40.0
1690527763.47569,34,-42.0
1690527763.492494,35,-52.0
1690527763.525559,37,-54.0
1690527763.575316,40,-40.0
1690527763.591465,41,-24.0
1690527763.624067,43,-40.0
1690527763.6570501,45,-52.0
1690527763.673832,46,-42.0
1690527763.7058592,48,-58.0
1690527763.740034,50,-42.0
1690527763.757014,51,-42.0
1690527763.809309,54,-30.0
1690527763.8256068,55,-46.0
1690527763.8429089,56,-60.0
1690527763.860414,57,-40.0
1690527763.877284,58,-60.0
1690527763.9296598,61,-48.0
1690527763.946679,62,-22.0
1690527763.983041,64,-48.0
1690527764.017903,66,-46.0
1690527764.034527,67,-46.0
1690527764.052715,68,-48.0
1690527764.070255,69,-56.0
1690527764.122779,72,-42.0
1690527764.140573,73,-44.0
1690527764.158598,74,-50.0
1690527764.175634,75,-36.0
1690527764.210282,77,-50.0
1690527764.262201,80,-48.0
1690527764.3484411,85,-28.0
1690527764.366973,86,-48.0
1690527764.3842409,87,-56.0
1690527764.401553,88,-34.0
1690527764.418258,89,-36.0
1690527764.434679,90,-60.0
1690527764.5184069,95,-42.0
1690527764.7834601,103,-32.0
1690527764.8315258,106,-38.0
1690527764.8482969,107,-42.0
1690527764.962782,114,-34.0
1690527765.011876,117,-40.0
1690527765.0450182,119,-48.0
1690527765.061992,120,-38.0
1690527765.0784771,121,-54.0
1690527765.144576,125,-38.0
1690527765.160375,126,-48.0
1690527765.176983,127,-40.0
1690527765.225915,130,-34.0
1690527765.24206,131,-14.0
1690527765.290786,134,-44.0
1690527765.355849,138,-58.0
1690527765.388488,140,-32.0
1690527765.4205399,142,-40.0
1690527765.43663,143,-38.0
1690527765.45222,144,-36.0
1690527765.468705,145,-26.0
1690527765.5345201,149,-36.0
1690527765.566944,151,-28.0
1690527765.61471,154,-32.0
