Wall time,Step,Value
1690527974.625386,6,-58.0
1690527974.6419048,7,-64.0
1690527974.7087,11,-40.0
1690527974.725405,12,-64.0
1690527974.7586198,14,-58.0
1690527974.774922,15,-76.0
1690527974.7922292,16,-52.0
1690527974.825929,18,-70.0
1690527974.842196,19,-58.0
1690527974.859042,20,-55.0
1690527974.875689,21,-55.0
1690527974.941678,25,-52.0
1690527975.090323,34,-55.0
1690527975.1070259,35,-49.0
1690527975.139841,37,-70.0
1690527975.190451,40,-73.0
1690527975.206701,41,-55.0
1690527975.239232,43,-64.0
1690527975.2729542,45,-58.0
1690527975.2894568,46,-58.0
1690527975.322567,48,-49.0
1690527975.355642,50,-61.0
1690527975.37208,51,-55.0
1690527975.422095,54,-58.0
1690527975.4381928,55,-55.0
1690527975.454417,56,-58.0
1690527975.470869,57,-40.0
1690527975.487298,58,-55.0
1690527975.536233,61,-43.0
1690527975.552372,62,-55.0
1690527975.5843709,64,-67.0
1690527975.617035,66,-64.0
1690527975.633963,67,-52.0
1690527975.6502578,68,-46.0
1690527975.666455,69,-46.0
1690527975.716911,72,-43.0
1690527975.733629,73,-49.0
1690527975.750071,74,-52.0
1690527975.766478,75,-64.0
1690527975.799165,77,-64.0
1690527975.8483882,80,-37.0
1690527975.9310908,85,-52.0
1690527975.947636,86,-43.0
1690527975.9637709,87,-43.0
1690527975.9802501,88,-43.0
1690527975.997356,89,-61.0
1690527976.013875,90,-58.0
1690527976.0959911,95,-52.0
1690527976.362043,103,-58.0
1690527976.4118211,106,-52.0
1690527976.427998,107,-70.0
1690527976.5446458,114,-43.0
1690527976.595294,117,-58.0
1690527976.628445,119,-52.0
1690527976.644265,120,-46.0
1690527976.660358,121,-46.0
1690527976.727149,125,-37.0
1690527976.743786,126,-40.0
1690527976.760441,127,-49.0
1690527976.810244,130,-40.0
1690527976.827011,131,-61.0
1690527976.876909,134,-40.0
1690527976.94381,138,-40.0
1690527976.9766872,140,-43.0
1690527977.009793,142,-58.0
