1,0,2,1766,0,1001,0
2,1,3,2514,0,1001,0
3,1,3,2268,0,1001,0
4,2,3,3071,0,1001,0
5,2,3,2965,0,1001,0
6,2,3,3087,0,1001,0
7,3,3,2306,0,1001,0
8,3,3,2835,0,1001,0
9,3,1,1027,0,1001,0
10,4,3,3178,0,1001,0
11,4,3,2569,0,1001,0
12,4,1,1237,0,1001,0
13,5,3,2929,0,1001,0
14,5,3,3235,0,1001,0
15,5,2,1837,0,1001,0
16,6,3,3349,0,1001,0
17,6,3,3034,0,1001,0
18,6,3,2521,0,1001,0
19,7,3,3224,0,1001,0
20,7,3,3178,0,1001,0
21,7,1,1186,0,1001,0
22,8,3,3268,0,1001,0
23,8,4,3954,1,610,0
24,8,4,3617,1,902,0
25,8,2,1667,0,1001,0
26,9,3,2874,0,1001,0
27,9,2,1628,0,1001,0
28,9,4,4198,1,420,0
29,9,4,4497,1,430,0
30,10,3,2930,0,1001,0
31,10,4,4487,1,406,0
32,10,1,1264,0,1001,0
33,10,4,5169,1,176,0
34,10,4,4501,1,628,0
35,11,2,1857,0,1001,0
36,11,2,1713,0,1001,0
37,11,4,4672,1,394,0
38,11,3,3204,0,1001,0
39,12,3,3268,0,1001,0
40,12,3,3268,0,1001,0
41,12,3,2376,0,1001,0
42,12,4,5367,1,110,0
43,13,4,4451,1,431,0
44,13,4,4911,1,305,0
45,13,4,4607,1,422,0
46,13,1,1311,0,1001,0
47,13,2,2024,0,1001,0
48,14,4,4222,1,632,0
49,14,4,5035,1,258,0
50,14,4,4000,1,612,0
51,14,2,1934,0,1001,0
52,14,4,4968,1,315,0
53,14,4,4013,1,606,0
54,15,4,4886,1,274,0
55,15,4,4636,1,347,0
56,15,4,4631,1,427,0
57,15,2,2205,0,1001,0
58,15,4,5099,1,244,0
59,15,4,3933,1,666,0
60,16,4,4285,1,605,0
61,16,4,4806,1,327,0
62,16,2,2014,0,1001,0
63,16,4,4814,1,385,0
64,16,4,5389,1,118,0
65,16,4,4832,1,417,0
66,16,4,5238,1,196,0
67,17,4,4671,1,408,0
68,17,2,2199,0,1001,0
69,17,4,5349,1,116,0
70,17,3,2872,0,1001,0
71,18,3,2696,0,1001,0
72,18,3,3259,0,1001,0
73,18,4,3951,1,629,0
74,18,4,5223,1,198,0
75,18,4,4784,1,267,0
76,18,4,3479,1,686,0
77,19,4,4965,1,230,0
78,19,4,4737,1,324,0
79,19,4,5043,1,237,0
80,19,4,4838,1,261,0
81,19,4,4868,1,257,0
82,19,4,4635,1,312,0
83,19,4,5226,1,186,0
84,19,4,5162,1,191,0
85,19,3,3025,0,1001,0
86,20,4,4470,1,534,0
87,20,4,4938,1,244,0
88,20,2,1991,0,1001,0
89,20,3,3316,0,1001,0
90,20,4,4997,1,242,0
91,20,4,4672,1,412,0
92,21,4,4746,1,273,0
93,21,3,3344,0,1001,0
94,21,4,4746,1,310,0
95,21,4,4840,1,352,0
96,21,4,5013,1,303,0
97,21,4,5468,1,92,0
98,22,3,2974,0,1001,0
99,22,4,4631,1,340,0
100,22,0,0,0,1001,1
101,22,4,4642,1,290,0
102,22,4,4821,1,251,0
103,22,4,4955,1,228,0
104,23,2,1617,0,1001,0
105,23,4,4786,1,256,0
106,23,4,5002,1,206,0
107,23,4,4436,1,339,0
108,23,4,5144,1,219,0
109,23,4,4784,1,359,0
110,23,3,3268,0,1001,0
111,23,4,5378,1,129,0
112,24,3,3419,0,1001,0
113,24,4,4160,1,602,0
114,24,4,5154,1,211,0
115,24,4,4437,1,380,0
116,24,4,4617,1,470,0
117,24,4,4099,1,567,0
118,25,4,4710,1,450,0
119,25,4,3623,1,603,0
120,25,4,5231,1,186,0
121,25,4,4878,1,246,0
122,25,4,4980,1,230,0
123,25,4,5110,1,213,0
124,25,4,4458,1,481,0
125,25,4,4790,1,237,0
126,25,4,5090,1,171,0
127,25,4,5174,1,146,0
128,26,4,3634,1,521,0
129,26,4,4888,1,244,0
130,26,4,4045,1,483,0
131,26,4,4568,1,293,0
132,26,4,4966,1,241,0
133,26,4,4778,1,301,0
134,26,4,4969,1,264,0
135,26,4,4360,1,394,0
136,26,4,4978,1,238,0
137,26,4,5029,1,202,0
138,27,3,3076,0,1001,0
139,27,4,4877,1,296,0
140,27,4,4492,1,368,0
141,27,4,4669,1,360,0
142,27,4,3408,1,757,0
143,27,4,5271,1,153,0
144,27,4,5263,1,133,0
145,27,4,5322,1,156,0
146,27,4,5329,1,125,0
147,28,4,4266,1,392,0
148,28,3,3406,0,1001,0
149,28,4,3184,1,782,0
150,28,4,4828,1,254,0
151,28,4,4436,1,557,0
152,29,4,4478,1,347,0
153,29,2,2281,0,1001,0
154,29,4,3932,1,853,0
155,29,4,4263,1,416,0
156,29,4,4747,1,294,0
157,29,4,4784,1,299,0
158,30,4,4540,1,365,0
159,30,4,4285,1,436,0
160,30,2,2274,0,1001,0
161,30,2,2184,0,1001,0
162,31,2,2319,0,1001,0
163,31,4,4041,1,562,0
164,31,4,5416,1,100,0
165,31,4,5061,1,182,0
166,31,2,2286,0,1001,0
167,31,4,5314,1,134,0
168,31,4,4966,1,194,0
169,31,4,4637,1,384,0
170,32,4,4385,1,422,0
171,32,4,5038,1,215,0
172,32,4,4710,1,292,0
173,32,4,4604,1,509,0
174,32,4,5521,1,85,0
175,32,4,4931,1,266,0
176,32,4,5107,1,186,0
177,32,2,2134,0,1001,0
178,33,4,5062,1,183,0
179,33,4,4590,1,356,0
180,33,4,4699,1,376,0
181,33,4,4041,1,493,0
182,33,4,4385,1,380,0
183,33,4,4837,1,233,0
184,33,4,5322,1,121,0
185,33,4,4778,1,405,0
186,34,3,3447,0,1001,0
187,34,2,2192,0,1001,0
188,34,3,3433,0,1001,0
189,34,4,4775,1,259,0
190,34,4,5218,1,149,0
191,34,4,4725,1,292,0
192,35,4,3917,1,551,0
193,35,4,5265,1,168,0
194,35,4,5404,1,129,0
195,35,4,5139,1,200,0
196,35,4,5478,1,88,0
197,35,4,4813,1,236,0
198,35,4,5269,1,146,0
199,35,4,5350,1,128,0
200,35,0,99,0,1001,1
201,35,4,5112,1,244,0
202,35,4,5273,1,164,0
203,36,4,4700,1,342,0
204,36,4,4966,1,273,0
205,36,4,5321,1,124,0
206,36,4,5339,1,126,0
207,36,2,2335,0,1001,0
208,36,2,2256,0,1001,0
209,36,4,4762,1,296,0
210,37,3,3300,0,1001,0
211,37,4,4463,1,572,0
212,37,4,4769,1,297,0
213,37,4,4347,1,436,0
214,37,4,5087,1,196,0
215,38,2,2122,0,1001,0
216,38,4,5111,1,186,0
217,38,4,5203,1,152,0
218,38,4,5079,1,198,0
219,38,4,4795,1,276,0
220,38,4,5237,1,161,0
221,38,4,5036,1,225,0
222,38,4,4998,1,237,0
223,38,4,5394,1,105,0
224,38,4,4492,1,404,0
225,38,4,4438,1,484,0
226,39,2,2308,0,1001,0
227,39,4,4993,1,230,0
228,39,4,5030,1,235,0
229,39,4,5350,1,125,0
230,39,4,4915,1,258,0
231,39,3,3419,0,1001,0
232,39,4,5317,1,128,0
233,39,4,3687,1,649,0
234,40,3,3471,0,1001,0
235,40,4,5289,1,148,0
236,40,4,5459,1,92,0
237,40,4,5494,1,81,0
238,40,4,5436,1,104,0
239,40,4,5239,1,163,0
240,40,4,5379,1,120,0
241,40,4,5511,1,80,0
242,40,4,5474,1,90,0
243,40,4,5468,1,94,0
244,40,4,5380,1,116,0
245,40,4,5386,1,130,0
246,40,4,5453,1,96,0
247,40,4,5388,1,118,0
248,40,4,5048,1,220,0
249,41,2,2337,0,1001,0
250,41,4,5380,1,115,0
251,41,4,5509,1,77,0
252,41,4,4632,1,452,0
253,41,4,5406,1,116,0
254,41,2,2301,0,1001,0
255,41,4,5427,1,103,0
256,41,4,5448,1,98,0
257,41,4,4511,1,351,0
258,42,4,4443,1,524,0
259,42,4,5390,1,105,0
260,42,4,5299,1,144,0
261,42,2,2346,0,1001,0
262,42,4,5470,1,89,0
263,42,4,5443,1,96,0
264,42,4,5453,1,95,0
265,42,4,5512,1,73,0
266,42,2,2328,0,1001,0
267,42,4,5452,1,96,0
268,42,4,5403,1,111,0
269,43,4,5429,1,96,0
270,43,4,5442,1,96,0
271,43,4,5312,1,145,0
272,43,4,4719,1,311,0
273,43,4,5479,1,88,0
274,43,4,5235,1,167,0
275,43,4,5482,1,86,0
276,43,4,5208,1,176,0
277,43,4,5338,1,115,0
278,43,4,5583,1,56,0
279,43,4,5212,1,163,0
280,43,4,5416,1,131,0
281,43,4,5325,1,149,0
282,43,4,5165,1,192,0
283,43,4,4247,1,502,0
284,43,4,5267,1,147,0
285,43,4,5287,1,160,0
286,43,4,5523,1,70,0
287,43,4,5310,1,141,0
288,43,4,5268,1,136,0
289,44,4,5437,1,88,0
290,44,4,4608,1,386,0
291,44,4,5372,1,111,0
292,44,4,5297,1,147,0
293,44,4,5048,1,207,0
294,44,4,5430,1,94,0
295,44,4,5117,1,202,0
296,44,4,4905,1,245,0
297,44,4,5363,1,117,0
298,44,2,2099,0,1001,0
299,44,4,5143,1,175,0
300,45,1,1284,0,1001,1
301,45,4,5129,1,166,0
302,45,4,5167,1,193,0
303,45,4,5201,1,175,0
304,45,4,5497,1,82,0
305,45,4,5436,1,94,0
306,45,4,5326,1,129,0
307,45,4,5452,1,101,0
308,45,4,5382,1,119,0
309,45,3,3379,0,1001,0
310,45,4,5240,1,128,0
311,45,4,5107,1,209,0
312,45,4,5529,1,72,0
313,46,4,4284,1,369,0
314,46,4,4917,1,262,0
315,46,4,5469,1,85,0
316,46,2,2332,0,1001,0
317,46,4,4788,1,271,0
318,46,4,5502,1,75,0
319,46,4,5445,1,95,0
320,46,4,5337,1,163,0
321,46,4,5327,1,149,0
322,46,4,5491,1,75,0
323,46,4,3864,1,540,0
324,46,4,5506,1,71,0
325,47,4,5537,1,65,0
326,47,4,5297,1,168,0
327,47,4,5311,1,118,0
328,47,4,5337,1,104,0
329,47,2,2334,0,1001,0
330,47,4,5448,1,102,0
331,47,4,5463,1,82,0
332,47,4,5173,1,157,0
333,47,4,5389,1,106,0
334,47,4,5338,1,145,0
335,47,4,5003,1,187,0
336,47,4,5101,1,175,0
337,47,4,4990,1,206,0
338,47,4,5465,1,89,0
339,48,2,2341,0,1001,0
340,48,4,5456,1,84,0
341,48,4,5389,1,112,0
342,48,4,4550,1,431,0
343,48,4,4719,1,386,0
344,48,4,5329,1,135,0
345,48,4,5173,1,162,0
346,48,4,5238,1,160,0
347,48,4,5414,1,96,0
348,48,4,5513,1,105,0
349,48,4,5346,1,133,0
350,48,4,5564,1,59,0
351,48,4,5166,1,183,0
352,48,4,5525,1,65,0
353,48,4,5342,1,133,0
354,48,4,5512,1,72,0
355,49,4,4380,1,364,0
356,49,4,5496,1,73,0
357,49,4,5363,1,108,0
358,49,4,5246,1,138,0
359,49,4,5369,1,100,0
360,49,4,4964,1,260,0
361,49,4,5408,1,110,0
362,49,4,5246,1,196,0
363,49,4,5257,1,113,0
364,49,4,5183,1,140,0
