1,0,3,2516,0,1001,0
2,1,2,2188,0,1001,0
3,1,3,2958,0,1001,0
4,1,3,3179,0,1001,0
5,2,2,2005,0,1001,0
6,2,3,2625,0,1001,0
7,2,3,2471,0,1001,0
8,3,3,3173,0,1001,0
9,3,2,2043,0,1001,0
10,3,3,2772,0,1001,0
11,4,2,2260,0,1001,0
12,4,3,2199,0,1001,0
13,4,2,2057,0,1001,0
14,5,3,2222,0,1001,0
15,5,3,2887,0,1001,0
16,5,3,2837,0,1001,0
17,6,3,2581,0,1001,0
18,6,3,2540,0,1001,0
19,6,2,1540,0,1001,0
20,7,3,2428,0,1001,0
21,7,3,2304,0,1001,0
22,7,3,2541,0,1001,0
23,7,3,2314,0,1001,0
24,8,3,2338,0,1001,0
25,8,3,2873,0,1001,0
26,8,2,2097,0,1001,0
27,9,3,2584,0,1001,0
28,9,3,2840,0,1001,0
29,9,3,3038,0,1001,0
30,10,2,1520,0,1001,0
31,10,2,1756,0,1001,0
32,10,2,2266,0,1001,0
33,10,3,2657,0,1001,0
34,11,3,2990,0,1001,0
35,11,3,2864,0,1001,0
36,11,3,3106,0,1001,0
37,12,3,3224,0,1001,0
38,12,3,2979,0,1001,0
39,12,3,2803,0,1001,0
40,13,3,3219,0,1001,0
41,13,3,3377,0,1001,0
42,13,3,2823,0,1001,0
43,13,3,3050,0,1001,0
44,14,2,1855,0,1001,0
45,14,3,2522,0,1001,0
46,14,4,4153,1,536,0
47,14,4,5189,1,138,0
48,14,4,4818,1,233,0
49,14,4,4949,1,233,0
50,15,2,1873,0,1001,0
51,15,4,4429,1,339,0
52,15,3,3079,0,1001,0
53,15,4,4815,1,303,0
54,16,3,3066,0,1001,0
55,16,3,3011,0,1001,0
56,16,4,3667,1,894,0
57,16,4,4886,1,216,0
58,16,4,4638,1,343,0
59,17,4,4934,1,269,0
60,17,4,3685,1,672,0
61,17,4,4830,1,285,0
62,17,4,4019,1,595,0
63,17,4,4473,1,427,0
64,17,4,3906,1,631,0
65,18,4,3633,1,748,0
66,18,4,4918,1,237,0
67,18,4,4652,1,363,0
68,18,4,4300,1,398,0
69,18,4,3396,1,881,0
70,18,4,4636,1,255,0
71,18,4,4253,1,418,0
72,18,4,5084,1,215,0
73,19,3,3199,0,1001,0
74,19,4,4836,1,398,0
75,19,4,4788,1,285,0
76,19,4,5173,1,186,0
77,19,4,4993,1,223,0
78,19,4,5313,1,122,0
79,19,4,5073,1,161,0
80,19,4,5148,1,154,0
81,19,4,3716,1,541,0
82,20,4,4619,1,314,0
83,20,4,4982,1,186,0
84,20,4,5219,1,135,0
85,20,4,4850,1,228,0
86,20,4,5187,1,152,0
87,20,3,3481,0,1001,0
88,20,4,5410,1,97,0
89,20,4,5209,1,143,0
90,20,4,5325,1,123,0
91,20,4,5123,1,185,0
92,20,4,4990,1,208,0
93,20,4,5086,1,200,0
94,21,4,4876,1,353,0
95,21,4,4951,1,222,0
96,21,4,5585,1,53,0
97,21,4,4865,1,262,0
98,21,3,3363,0,1001,0
99,21,4,5236,1,138,0
100,21,0,0,0,1001,1
101,21,4,4773,1,243,0
102,22,4,4989,1,213,0
103,22,4,4679,1,272,0
104,22,4,5122,1,168,0
105,22,4,4993,1,199,0
106,22,4,4340,1,379,0
107,22,4,4386,1,352,0
108,22,3,3492,0,1001,0
109,22,4,4397,1,426,0
110,23,4,5032,1,212,0
111,23,4,4648,1,266,0
112,23,4,4930,1,233,0
113,23,4,4899,1,228,0
114,23,4,4676,1,299,0
115,23,4,4435,1,383,0
116,23,4,5124,1,166,0
117,23,4,5417,1,97,0
118,23,4,5234,1,138,0
119,23,2,2033,0,1001,0
120,23,4,5247,1,202,0
121,24,4,4076,1,415,0
122,24,4,5271,1,131,0
123,24,4,5308,1,128,0
124,24,4,5333,1,115,0
125,24,4,4787,1,250,0
126,24,4,5228,1,133,0
127,24,4,4933,1,213,0
128,24,4,5178,1,152,0
129,24,4,4802,1,333,0
130,24,3,3292,0,1001,0
131,25,3,3343,0,1001,0
132,25,4,5458,1,85,0
133,25,4,4939,1,231,0
134,25,4,5014,1,228,0
135,25,4,5504,1,75,0
136,25,4,5173,1,156,0
137,25,4,5448,1,86,0
138,25,4,5301,1,122,0
139,25,4,5360,1,107,0
140,25,4,5427,1,94,0
141,25,4,5120,1,196,0
142,25,4,5500,1,77,0
143,25,4,5162,1,148,0
144,25,4,5229,1,138,0
145,25,4,5351,1,113,0
146,25,4,5014,1,198,0
147,26,3,3289,0,1001,0
148,26,4,5443,1,86,0
149,26,4,4996,1,202,0
150,26,4,5094,1,175,0
151,26,4,5284,1,127,0
152,26,3,3514,0,1001,0
153,26,4,4202,1,450,0
154,26,4,5045,1,174,0
155,26,4,5504,1,76,0
156,26,4,5518,1,71,0
157,26,4,5411,1,97,0
158,26,4,5453,1,90,0
159,27,4,5341,1,116,0
160,27,4,5294,1,131,0
161,27,4,5432,1,83,0
162,27,4,5375,1,104,0
163,27,4,5164,1,171,0
164,27,4,5191,1,138,0
165,27,4,3585,1,693,0
166,27,4,5204,1,149,0
167,27,4,5528,1,68,0
168,27,3,3509,0,1001,0
169,27,4,5096,1,168,0
170,27,4,5392,1,100,0
171,27,4,5428,1,90,0
172,28,4,5248,1,153,0
173,28,4,5422,1,122,0
174,28,4,5289,1,128,0
175,28,4,5147,1,194,0
176,28,4,5350,1,104,0
177,28,4,5504,1,76,0
178,28,4,4632,1,453,0
179,28,4,5047,1,189,0
180,28,4,3555,1,717,0
181,28,4,4522,1,392,0
182,28,4,5423,1,104,0
183,28,4,5600,1,52,0
184,28,4,5534,1,66,0
185,28,4,5406,1,96,0
186,29,2,1988,0,1001,0
187,29,4,5304,1,134,0
188,29,4,5219,1,145,0
189,29,4,5447,1,96,0
190,29,4,5171,1,191,0
191,29,4,5436,1,82,0
192,29,4,5287,1,126,0
193,29,4,5420,1,94,0
194,29,4,4428,1,447,0
195,29,4,5503,1,75,0
196,29,4,5381,1,100,0
197,29,4,5450,1,89,0
198,29,4,5404,1,104,0
199,29,4,5346,1,111,0
200,30,1,1185,0,1001,1
201,30,4,5433,1,91,0
202,30,4,5016,1,186,0
203,30,4,5188,1,151,0
204,30,4,5263,1,134,0
205,30,4,5251,1,138,0
206,30,4,4665,1,349,0
207,30,4,4447,1,415,0
208,30,2,2066,0,1001,0
209,30,4,5180,1,191,0
210,31,3,3094,0,1001,0
211,31,4,5391,1,107,0
212,31,4,5163,1,166,0
213,31,4,5439,1,92,0
214,31,4,5260,1,141,0
215,31,3,3464,0,1001,0
216,31,4,5206,1,167,0
217,32,3,3246,0,1001,0
218,32,4,5415,1,106,0
219,32,4,5187,1,142,0
220,32,4,5401,1,95,0
221,32,4,5108,1,165,0
222,32,4,5465,1,81,0
223,32,3,3260,0,1001,0
224,32,4,5344,1,110,0
225,32,4,5111,1,183,0
226,32,4,4917,1,305,0
227,32,4,5359,1,108,0
228,33,1,1165,0,1001,0
229,33,4,5435,1,123,0
230,33,4,4788,1,260,0
231,33,4,5587,1,54,0
232,33,4,5047,1,190,0
233,33,4,5364,1,108,0
234,33,4,4968,1,236,0
235,33,4,4923,1,223,0
236,33,4,5514,1,74,0
237,33,4,5318,1,131,0
238,33,4,5232,1,137,0
239,33,4,4714,1,570,0
240,33,4,5445,1,86,0
241,33,4,5353,1,111,0
242,34,3,3186,0,1001,0
243,34,4,4558,1,406,0
244,34,4,5445,1,87,0
245,34,4,4558,1,341,0
246,34,4,4991,1,230,0
247,34,4,5029,1,183,0
248,34,4,4708,1,321,0
249,34,4,5228,1,164,0
250,34,4,5207,1,141,0
251,34,4,5243,1,134,0
252,35,3,3409,0,1001,0
253,35,4,5300,1,123,0
254,35,4,5333,1,121,0
255,35,4,4285,1,500,0
256,35,4,5400,1,94,0
257,35,4,5212,1,148,0
258,35,4,5482,1,80,0
259,35,4,5096,1,163,0
260,35,4,5567,1,59,0
261,35,4,5514,1,73,0
262,35,4,5269,1,138,0
263,35,4,5158,1,150,0
264,35,4,4863,1,283,0
265,35,4,5226,1,142,0
266,35,4,5297,1,129,0
267,35,4,5322,1,135,0
268,35,4,5439,1,87,0
269,36,3,3286,0,1001,0
270,36,4,5252,1,147,0
271,36,4,4730,1,276,0
272,36,4,5085,1,198,0
273,36,4,4833,1,247,0
274,36,1,1150,0,1001,0
275,36,4,5329,1,116,0
276,36,4,5246,1,189,0
277,37,4,5434,1,93,0
278,37,4,5121,1,175,0
279,37,4,5564,1,64,0
280,37,4,5376,1,100,0
281,37,4,5454,1,83,0
282,37,4,5395,1,99,0
283,37,4,5055,1,158,0
284,37,4,5441,1,97,0
285,37,4,5516,1,80,0
286,37,4,5376,1,105,0
287,37,4,5142,1,170,0
288,37,4,5328,1,150,0
289,37,4,5007,1,264,0
290,37,4,5485,1,90,0
291,37,4,5459,1,85,0
292,37,4,5391,1,98,0
293,37,4,5280,1,128,0
294,37,4,5331,1,166,0
295,37,4,5243,1,138,0
296,37,4,5475,1,83,0
297,37,4,5494,1,75,0
298,37,4,5326,1,117,0
299,37,4,5331,1,118,0
300,38,1,1185,0,1001,1
301,38,4,5468,1,81,0
302,38,4,5462,1,82,0
303,38,4,5365,1,109,0
304,38,4,5122,1,184,0
305,38,3,2987,0,1001,0
306,38,4,5416,1,94,0
307,38,4,5103,1,180,0
308,38,4,5480,1,80,0
309,39,3,3212,0,1001,0
310,39,4,5564,1,64,0
311,39,4,5362,1,128,0
312,39,4,5455,1,96,0
313,39,4,5385,1,107,0
314,39,3,3291,0,1001,0
315,39,4,4837,1,220,0
316,39,4,4760,1,254,0
317,39,4,5232,1,167,0
318,39,4,5476,1,81,0
319,39,4,5392,1,101,0
320,39,4,5444,1,103,0
321,39,4,5016,1,194,0
322,39,4,5361,1,106,0
323,39,4,5387,1,95,0
324,39,4,5290,1,181,0
325,40,4,5378,1,104,0
326,40,4,5260,1,205,0
327,40,4,5272,1,172,0
328,40,4,5136,1,190,0
329,40,4,5422,1,102,0
330,40,4,5363,1,110,0
331,40,4,4840,1,304,0
332,40,4,5469,1,98,0
333,40,4,4805,1,265,0
334,40,1,1235,0,1001,0
335,40,4,5158,1,175,0
336,40,4,5409,1,100,0
337,40,4,5313,1,136,0
338,41,4,4895,1,354,0
339,41,4,5371,1,110,0
340,41,4,5138,1,169,0
341,41,4,5312,1,125,0
342,41,4,5450,1,87,0
343,41,4,5239,1,159,0
344,41,4,4866,1,270,0
345,41,4,5366,1,110,0
346,41,4,5349,1,125,0
347,41,4,5348,1,171,0
348,41,4,5374,1,111,0
349,41,4,4308,1,484,0
350,41,4,5243,1,145,0
351,41,4,5235,1,151,0
352,42,1,1244,0,1001,0
353,42,4,5439,1,101,0
354,42,4,5386,1,106,0
355,42,3,3327,0,1001,0
356,42,4,5260,1,132,0
357,42,1,1176,0,1001,0
358,42,4,5340,1,111,0
359,43,3,3534,0,1001,0
360,43,4,5500,1,74,0
361,43,4,5260,1,126,0
362,43,4,5307,1,152,0
363,43,4,5420,1,94,0
364,43,4,5256,1,158,0
365,43,4,5234,1,142,0
366,43,4,5494,1,75,0
367,43,4,5385,1,107,0
368,43,4,5373,1,115,0
369,43,4,5157,1,204,0
370,43,4,5234,1,161,0
371,43,4,5402,1,100,0
372,43,4,5502,1,81,0
373,43,4,4965,1,263,0
374,44,3,3164,0,1001,0
375,44,4,5035,1,231,0
376,44,4,5122,1,174,0
377,44,4,5164,1,156,0
378,44,4,5197,1,148,0
379,44,3,3411,0,1001,0
380,44,4,5281,1,130,0
381,44,4,5405,1,116,0
382,44,4,5420,1,115,0
383,44,4,5295,1,147,0
384,44,4,5366,1,105,0
385,44,4,5357,1,109,0
386,44,4,5352,1,116,0
387,44,4,4845,1,266,0
388,45,4,5197,1,173,0
389,45,4,5413,1,103,0
390,45,4,5268,1,130,0
391,45,4,5310,1,135,0
392,45,4,5431,1,103,0
393,45,4,5480,1,78,0
394,45,4,5301,1,127,0
395,45,4,5332,1,140,0
396,45,4,5083,1,180,0
397,45,4,5444,1,87,0
398,45,4,5426,1,89,0
399,45,4,5305,1,141,0
400,45,1,1185,0,1001,1
401,45,4,4968,1,215,0
402,45,4,4737,1,266,0
403,45,4,5016,1,200,0
404,46,3,2820,0,1001,0
405,46,3,3438,0,1001,0
406,46,4,5253,1,142,0
407,46,4,4877,1,233,0
408,46,4,4421,1,321,0
409,46,4,4982,1,210,0
410,46,4,5084,1,265,0
411,47,4,5452,1,86,0
412,47,3,3501,0,1001,0
413,47,4,5174,1,156,0
414,47,4,4747,1,306,0
415,47,4,5380,1,107,0
416,47,4,4662,1,303,0
417,47,4,5568,1,58,0
418,47,4,4469,1,600,0
419,47,4,5236,1,123,0
420,48,3,2917,0,1001,0
421,48,4,5435,1,100,0
422,48,4,5165,1,170,0
423,48,4,4914,1,230,0
424,48,4,5460,1,89,0
425,48,4,5514,1,70,0
426,48,4,5347,1,128,0
427,48,4,5422,1,85,0
428,48,4,4933,1,231,0
429,48,4,4842,1,282,0
430,48,4,5459,1,89,0
431,48,4,4706,1,376,0
432,48,4,5492,1,76,0
433,48,4,4192,1,555,0
434,49,4,5504,1,71,0
435,49,4,5467,1,93,0
436,49,4,5491,1,79,0
437,49,3,3495,0,1001,0
438,49,4,4771,1,259,0
439,49,4,4672,1,300,0
440,49,4,5197,1,157,0
441,49,4,5470,1,93,0
442,49,4,5318,1,130,0
443,49,4,5271,1,139,0
444,49,4,4900,1,232,0
445,50,3,2714,0,1001,0
446,50,3,3332,0,1001,0
447,50,4,4440,1,371,0
448,50,4,5335,1,141,0
449,50,4,4728,1,270,0
450,50,4,4992,1,192,0
451,50,4,5248,1,150,0
452,50,4,4685,1,257,0
453,50,4,4711,1,292,0
454,50,4,5448,1,93,0
455,50,4,5406,1,104,0
456,50,4,5396,1,108,0
457,50,4,5083,1,184,0
458,51,4,5394,1,105,0
459,51,4,4905,1,226,0
460,51,4,5240,1,142,0
461,51,4,5250,1,140,0
462,51,4,5194,1,172,0
463,51,4,5117,1,198,0
464,51,4,4606,1,335,0
465,51,4,5230,1,158,0
466,51,4,5526,1,68,0
467,51,4,5433,1,83,0
468,51,4,5330,1,120,0
469,51,4,3887,1,658,0
470,51,4,5007,1,188,0
471,51,4,4833,1,243,0
472,51,4,5222,1,131,0
473,51,4,4958,1,247,0
474,51,4,5404,1,108,0
475,52,4,4921,1,204,0
476,52,4,5485,1,93,0
477,52,4,5492,1,78,0
478,52,4,5163,1,206,0
479,52,4,5382,1,107,0
480,52,4,4319,1,483,0
